week,window,replay_id,controller,fault,action,telemetry_valid,telemetry_reason,proposal_valid,proposal_reason,fallback,unsafe_commit,sla_violation,unauthorized_commit,underallocation_commit,bad_venue,recovery_s,switch,traffic_evidence,telemetry_evidence,telemetry_delay,hysteresis,min_hold,telemetry_check_us,proposal_check_us,verification_us,audit_prev_hash,audit_hash,configuration
X01,79,0,guarded-stable,link-outage,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.417,3.375,132.792,f37f9754c34c02ffa8c73ca64f05f423645189514739ca45e28849a8732efc2c,cffbea9f015c8587ac38994098a59b87076a995af93aeb9cbe03cf2938486f48,d0-h0.16-r2
X01,80,0,guarded-stable,none,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,131.958,3.333,135.291,cffbea9f015c8587ac38994098a59b87076a995af93aeb9cbe03cf2938486f48,9b1941cdb193a1673d804b2c754c5bdcaf68da734809e8b59c8996ecdba3a564,d0-h0.16-r2
X01,81,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,125.5,3.25,128.75,9b1941cdb193a1673d804b2c754c5bdcaf68da734809e8b59c8996ecdba3a564,68fbec7bde23e14dfce855c10eb66716739513e46acbae433042f83b35afec95,d0-h0.16-r2
X01,82,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,127.333,3.416,130.749,68fbec7bde23e14dfce855c10eb66716739513e46acbae433042f83b35afec95,fac3aa032f02197e5db2d7335ffbf0a4c1be22d61dbd313a4ee6acffa699f39d,d0-h0.16-r2
X01,83,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.375,3.292,131.667,fac3aa032f02197e5db2d7335ffbf0a4c1be22d61dbd313a4ee6acffa699f39d,9f02941908e2e6673401c0ee613cf9033159418ce6632aff85b79d3276699ff9,d0-h0.16-r2
X01,84,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,131.375,3.333,134.708,9f02941908e2e6673401c0ee613cf9033159418ce6632aff85b79d3276699ff9,cbf752d657c0e1a1d511d8775181824bb3909fdaff4b8e55d73f64eace65fe5a,d0-h0.16-r2
X01,85,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,135.541,2.792,138.333,cbf752d657c0e1a1d511d8775181824bb3909fdaff4b8e55d73f64eace65fe5a,0b9043311342956cd1c9a29833bea44503c14073f079a72d1efc6c0b81aa5024,d0-h0.16-r2
X01,86,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,130.458,3.458,133.916,0b9043311342956cd1c9a29833bea44503c14073f079a72d1efc6c0b81aa5024,02c6d74b5ace7d7e2b0230a78ba28828054621900772a82e2cb5def6c8a195d7,d0-h0.16-r2
X01,87,0,guarded-stable,link-outage,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,132.417,3.291,135.708,02c6d74b5ace7d7e2b0230a78ba28828054621900772a82e2cb5def6c8a195d7,c0db9eea83e31f7fe9d9caa6de2a64a68f8d703f4dcdf77e487be929e6b36e75,d0-h0.16-r2
X01,88,0,guarded-stable,none,local,True,accepted,True,accepted,0,0,0,0,0,0,0,1,measured,modeled,0,0.16,2,128.208,3.25,131.458,c0db9eea83e31f7fe9d9caa6de2a64a68f8d703f4dcdf77e487be929e6b36e75,e0ae49f597d555c00996cbdb7cc00fc57a8bfd080a2c2a41451715145136d4b7,d0-h0.16-r2
X01,89,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,127.0,3.416,130.416,e0ae49f597d555c00996cbdb7cc00fc57a8bfd080a2c2a41451715145136d4b7,cada87c4c4f4621543a3c290c7ab343b3ac6147556ac154f840400fba7eea9c7,d0-h0.16-r2
X01,90,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,125.333,3.291,128.624,cada87c4c4f4621543a3c290c7ab343b3ac6147556ac154f840400fba7eea9c7,80787e81d3d5d2e7661b47ba97cde230de0df5610537392972024c10ff8de9af,d0-h0.16-r2
X01,91,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,125.084,3.25,128.334,80787e81d3d5d2e7661b47ba97cde230de0df5610537392972024c10ff8de9af,2e69d1d5a77a2786e3bf1be028a939d1d5bff3fb1836be081b8e27cac8505103,d0-h0.16-r2
X01,92,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,1,measured,modeled,0,0.16,2,128.416,3.166,131.582,2e69d1d5a77a2786e3bf1be028a939d1d5bff3fb1836be081b8e27cac8505103,e3fd8969f612c2aa937646972d4a5ab2d112faba29fd640b11c688df3dbc0d9e,d0-h0.16-r2
X01,93,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,127.459,2.625,130.084,e3fd8969f612c2aa937646972d4a5ab2d112faba29fd640b11c688df3dbc0d9e,bf0c6e77688d07e6786f461e2c9e4a0473af8a8e767c063bceb67519c35d4f1f,d0-h0.16-r2
X01,94,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,127.5,3.334,130.834,bf0c6e77688d07e6786f461e2c9e4a0473af8a8e767c063bceb67519c35d4f1f,ed6eb454feb6f0e7fbc5022c0f2e5e25da50411f7912bc1734d39ce0d01a00f4,d0-h0.16-r2
X01,95,0,guarded-stable,link-outage,local,True,accepted,True,accepted,0,0,0,0,0,0,0,1,measured,modeled,0,0.16,2,129.834,3.416,133.25,ed6eb454feb6f0e7fbc5022c0f2e5e25da50411f7912bc1734d39ce0d01a00f4,4e9546e04e89d5fab65cb0beca4c67fbdc071dd7942483327b7e3a514b44d96e,d0-h0.16-r2
X01,96,0,guarded-stable,none,local,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.166,3.208,131.374,4e9546e04e89d5fab65cb0beca4c67fbdc071dd7942483327b7e3a514b44d96e,4c692bf6461b2d7b06258baef1167fb421a11f95d6f033a9f59f2562d0788757,d0-h0.16-r2
X01,97,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.584,3.166,131.75,4c692bf6461b2d7b06258baef1167fb421a11f95d6f033a9f59f2562d0788757,c9d1fa30ba4f98d6fbe5877eb414475705c7d44565484ec3d480e094815944ac,d0-h0.16-r2
X01,98,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.292,3.334,132.626,c9d1fa30ba4f98d6fbe5877eb414475705c7d44565484ec3d480e094815944ac,22a12903b799e748f79b3751b688a654509a44f7dc736dc5035a3585c4f6c331,d0-h0.16-r2
X01,99,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,127.5,3.208,130.708,22a12903b799e748f79b3751b688a654509a44f7dc736dc5035a3585c4f6c331,98bf67adebe6a6e92efc08fc2b3e1664183b181131021659cd85dc1398407fa9,d0-h0.16-r2
X01,100,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,1,measured,modeled,0,0.16,2,127.083,3.291,130.374,98bf67adebe6a6e92efc08fc2b3e1664183b181131021659cd85dc1398407fa9,3f488cdb60c7948949f71f856625f38b0633427bf958226803ba49b37ff87774,d0-h0.16-r2
X01,101,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,134.25,2.791,137.041,3f488cdb60c7948949f71f856625f38b0633427bf958226803ba49b37ff87774,5023207e56a2500e9ea366f9c268ac54b773e882c7de5c0024d4a0adbef9da52,d0-h0.16-r2
X01,102,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,126.75,3.375,130.125,5023207e56a2500e9ea366f9c268ac54b773e882c7de5c0024d4a0adbef9da52,e44e768014d0b50002b9e6812e2015b7cee77432ecd9bb4f24597f2e44aeab9d,d0-h0.16-r2
X01,103,0,guarded-stable,link-outage,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.875,3.333,132.208,e44e768014d0b50002b9e6812e2015b7cee77432ecd9bb4f24597f2e44aeab9d,1988355e2dee9a9c9626d6f465964c2b396f8df6d785c95a2bbeec9fa6bb72de,d0-h0.16-r2
X01,104,0,guarded-stable,none,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.791,3.292,132.083,1988355e2dee9a9c9626d6f465964c2b396f8df6d785c95a2bbeec9fa6bb72de,629b680d5de90565d7cb1236fb424769ef3f7d6d750c41feb4901db8798a994a,d0-h0.16-r2
X01,105,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,131.833,3.375,135.208,629b680d5de90565d7cb1236fb424769ef3f7d6d750c41feb4901db8798a994a,279674ea044bba745b89baaaa56b9106e2bda726702c2760544eb6e89b2c5559,d0-h0.16-r2
X01,106,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,150.75,3.667,154.417,279674ea044bba745b89baaaa56b9106e2bda726702c2760544eb6e89b2c5559,5d58d09ef70393d0c39d68e204b2f34f8c233f2e3f1bb767787c783250c9eadb,d0-h0.16-r2
X01,107,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,130.5,3.542,134.042,5d58d09ef70393d0c39d68e204b2f34f8c233f2e3f1bb767787c783250c9eadb,e61e9cd701fcb0fd20c52951c3b5ffe2364b7b2ad2823c52077e173e08333d2f,d0-h0.16-r2
X01,108,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,130.292,3.5,133.792,e61e9cd701fcb0fd20c52951c3b5ffe2364b7b2ad2823c52077e173e08333d2f,1fca1473d52c384be638f80dbbda5c14e112ff066be5070bb4e3947046747dcb,d0-h0.16-r2
X01,109,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.5,2.583,132.083,1fca1473d52c384be638f80dbbda5c14e112ff066be5070bb4e3947046747dcb,ef2c40250e88c7b37ad99e3757aad23e54265afb0deddaf036e813403fd5d312,d0-h0.16-r2
X01,110,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,132.958,3.209,136.167,ef2c40250e88c7b37ad99e3757aad23e54265afb0deddaf036e813403fd5d312,d556a3c4ca4bf73fda226d88412398009229feab41688f504150681e514d1d78,d0-h0.16-r2
X01,111,0,guarded-stable,link-outage,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.792,3.083,131.875,d556a3c4ca4bf73fda226d88412398009229feab41688f504150681e514d1d78,91fca8b1ac8415c043312e6c955ad1e577152f4777d8e90509a830131eb2f67d,d0-h0.16-r2
X01,112,0,guarded-stable,none,local,True,accepted,True,accepted,0,0,0,0,0,0,0,1,measured,modeled,0,0.16,2,121.542,3.25,124.792,91fca8b1ac8415c043312e6c955ad1e577152f4777d8e90509a830131eb2f67d,2d4c7b862368d6d14017f2a2bad53161ef813aa14512f588d31077b4d58aaaa5,d0-h0.16-r2
X01,113,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,118.5,3.125,121.625,2d4c7b862368d6d14017f2a2bad53161ef813aa14512f588d31077b4d58aaaa5,ae5c4a0bbda90a1ccf6a9e8c44492e8a75242c510a5af3406b2883978a945b49,d0-h0.16-r2
X01,114,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.833,3.375,132.208,ae5c4a0bbda90a1ccf6a9e8c44492e8a75242c510a5af3406b2883978a945b49,04874a1471112fac038655f8c7b73bc5ce21cd10bbc9e068a4e8b3338bc6c28e,d0-h0.16-r2
X01,115,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,120.167,3.084,123.251,04874a1471112fac038655f8c7b73bc5ce21cd10bbc9e068a4e8b3338bc6c28e,3e5137bdb551977a7a0981468a29cd272dc59dc71a0d41021030bb87ad214452,d0-h0.16-r2
X01,116,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,1,measured,modeled,0,0.16,2,129.125,3.333,132.458,3e5137bdb551977a7a0981468a29cd272dc59dc71a0d41021030bb87ad214452,357cafa51e3d49f2fe9a5ba88cbab960d4d4a9d28a322f00e2817f81d3ed187b,d0-h0.16-r2
X01,117,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,130.083,2.75,132.833,357cafa51e3d49f2fe9a5ba88cbab960d4d4a9d28a322f00e2817f81d3ed187b,4ec543cc8b09e39fa554cf29b19f52387f19cbcb0a9f03fa2ff2b1d05d57112c,d0-h0.16-r2
X01,118,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,124.875,3.292,128.167,4ec543cc8b09e39fa554cf29b19f52387f19cbcb0a9f03fa2ff2b1d05d57112c,3b88b183a7b5e46f860419095e8dea4f20d4a47b2d613420d69e4b260b66a1a5,d0-h0.16-r2
X01,119,0,guarded-stable,link-outage,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,135.0,3.417,138.417,3b88b183a7b5e46f860419095e8dea4f20d4a47b2d613420d69e4b260b66a1a5,502493ee534731514441b3d4b2bba189870bf14f645bb67422369ccd64c1fd50,d0-h0.16-r2
X01,120,0,guarded-stable,none,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,125.25,3.333,128.583,502493ee534731514441b3d4b2bba189870bf14f645bb67422369ccd64c1fd50,c87dc78fa2c1e5467cf1eb875d00f8a945646f877ab5d4aa0e7fc4ea6c26d7ab,d0-h0.16-r2
X01,121,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,126.542,3.416,129.958,c87dc78fa2c1e5467cf1eb875d00f8a945646f877ab5d4aa0e7fc4ea6c26d7ab,c80751d4825ea9ef45a768e36563c192835bde838b5a71f37e04892e5c833de1,d0-h0.16-r2
X01,122,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,125.625,3.25,128.875,c80751d4825ea9ef45a768e36563c192835bde838b5a71f37e04892e5c833de1,aecbe5a0058f56c46337c19e48b180fec4a71c49f73d234b9711cd2cd8f75291,d0-h0.16-r2
X01,123,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,125.166,3.208,128.374,aecbe5a0058f56c46337c19e48b180fec4a71c49f73d234b9711cd2cd8f75291,db03a7d0a2c4f16cc558b490b90a5eda8e5256d1a28454d5b24f0fde6b83251f,d0-h0.16-r2
X01,124,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.375,3.333,131.708,db03a7d0a2c4f16cc558b490b90a5eda8e5256d1a28454d5b24f0fde6b83251f,2a98dbaaeed7f0107aaf17fa6c07af9b77baa30af7560e9bc3d2bfd554c18baf,d0-h0.16-r2
X01,125,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,134.167,2.75,136.917,2a98dbaaeed7f0107aaf17fa6c07af9b77baa30af7560e9bc3d2bfd554c18baf,e7c205ebfe99b3d36542237ffd6aad0304b0e1c84857c2f6c723ef3ecf36d2ed,d0-h0.16-r2
X01,126,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.5,3.458,132.958,e7c205ebfe99b3d36542237ffd6aad0304b0e1c84857c2f6c723ef3ecf36d2ed,bdf1ac103899bd871c7f22cb3f4ecb4db3f59747f7fab569fb5c8cda62e9bd04,d0-h0.16-r2
X01,127,0,guarded-stable,link-outage,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,131.708,3.375,135.083,bdf1ac103899bd871c7f22cb3f4ecb4db3f59747f7fab569fb5c8cda62e9bd04,ca163e9ffa9261418cd788d5c381e45f0311b24345deab2c9db1f65b8df55b0d,d0-h0.16-r2
X01,128,0,guarded-stable,none,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.667,3.375,133.042,ca163e9ffa9261418cd788d5c381e45f0311b24345deab2c9db1f65b8df55b0d,46f448a415a1f13b6be9be6c83dd400251bbdf2ec97271b70a086fa6f3b05715,d0-h0.16-r2
X01,129,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,126.667,3.375,130.042,46f448a415a1f13b6be9be6c83dd400251bbdf2ec97271b70a086fa6f3b05715,5e04b6ec247c24e6a81c2c866b7c12fdc5432c5366ea13d33ac56bd05c939d7b,d0-h0.16-r2
X01,130,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.792,3.167,132.959,5e04b6ec247c24e6a81c2c866b7c12fdc5432c5366ea13d33ac56bd05c939d7b,f71b2349ca55ec0052b4e8e7b73faf82392520b2432bdb74743462de8260dea0,d0-h0.16-r2
X01,131,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,132.0,3.25,135.25,f71b2349ca55ec0052b4e8e7b73faf82392520b2432bdb74743462de8260dea0,443bbf933a37b9a674e1833c411f33db6b0801b3ef631c70f7f6210371358a5c,d0-h0.16-r2
X01,132,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,130.625,3.292,133.917,443bbf933a37b9a674e1833c411f33db6b0801b3ef631c70f7f6210371358a5c,24736414fdc12910c1916e08d8f9767f8083b4b62d4b6bc07dc134dc2dc96b20,d0-h0.16-r2
X01,133,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.667,2.625,132.292,24736414fdc12910c1916e08d8f9767f8083b4b62d4b6bc07dc134dc2dc96b20,5ecc4f3d97b0292cdb7b5401c5c6c9eae0b75455383c8e1da0d3cc2e518c67c7,d0-h0.16-r2
X01,134,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,127.333,3.417,130.75,5ecc4f3d97b0292cdb7b5401c5c6c9eae0b75455383c8e1da0d3cc2e518c67c7,a833073866f5d45f8aed7409a818e23ae7aeceb50e106b9b8e997faeddb009e2,d0-h0.16-r2
X01,135,0,guarded-stable,link-outage,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.709,3.459,133.168,a833073866f5d45f8aed7409a818e23ae7aeceb50e106b9b8e997faeddb009e2,0f9b2d26a2d9e21be352aabe4a488084796f038361e4bb12b1602d9a140b0c33,d0-h0.16-r2
X01,136,0,guarded-stable,none,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.0,3.334,132.334,0f9b2d26a2d9e21be352aabe4a488084796f038361e4bb12b1602d9a140b0c33,97e7a2c4c82f374f8cda0ad687f3caacc7c1f580ed21ff5c2d1b2a9d709eddde,d0-h0.16-r2
X01,137,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,125.875,3.375,129.25,97e7a2c4c82f374f8cda0ad687f3caacc7c1f580ed21ff5c2d1b2a9d709eddde,cb50df9449a3a15d15e6c755146b9d7497bbd2ef0723d0a1c7b08c69d6280d3d,d0-h0.16-r2
X01,138,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.125,3.25,131.375,cb50df9449a3a15d15e6c755146b9d7497bbd2ef0723d0a1c7b08c69d6280d3d,db4b7abe947f7b225fcfb94b4200ab3affe7e66c63fcec21240e3f41a1c2cff9,d0-h0.16-r2
X01,139,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.625,3.334,131.959,db4b7abe947f7b225fcfb94b4200ab3affe7e66c63fcec21240e3f41a1c2cff9,698517e170232f66b9b967c70e77f0eb2ecac1e1b2bf6ebc559d624136e399eb,d0-h0.16-r2
X01,140,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,130.167,3.416,133.583,698517e170232f66b9b967c70e77f0eb2ecac1e1b2bf6ebc559d624136e399eb,2491f91194f0cc8dc0349fe5b13cb00dfb074f82bc350638addb2a458a087dd1,d0-h0.16-r2
X01,141,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,131.209,2.75,133.959,2491f91194f0cc8dc0349fe5b13cb00dfb074f82bc350638addb2a458a087dd1,d5940641bdcec6f171c3d4abb4562a8b8613eb1f1cd975ac226c135b20b6d270,d0-h0.16-r2
X01,142,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.541,3.541,132.082,d5940641bdcec6f171c3d4abb4562a8b8613eb1f1cd975ac226c135b20b6d270,92bae6529c9852791b35252ede044781c03418011f2054d625fad78c68213a4a,d0-h0.16-r2
X01,143,0,guarded-stable,link-outage,local,True,accepted,True,accepted,0,0,0,0,0,0,0,1,measured,modeled,0,0.16,2,129.25,4.042,133.292,92bae6529c9852791b35252ede044781c03418011f2054d625fad78c68213a4a,79e026c1caa0e449c2108ae5731a1057c9794c585caa5172e82fa230ed351977,d0-h0.16-r2
X01,144,0,guarded-stable,none,local,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.5,3.375,132.875,79e026c1caa0e449c2108ae5731a1057c9794c585caa5172e82fa230ed351977,014fc5e8e08a24539e62de315a4ad54b00114e11e6fe0b6176dbae91d6a2a666,d0-h0.16-r2
X01,145,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,126.958,3.375,130.333,014fc5e8e08a24539e62de315a4ad54b00114e11e6fe0b6176dbae91d6a2a666,a6b4db5b5f00004f5f08def1861427d473c54949064ef66fc37cad664cd17c64,d0-h0.16-r2
X01,146,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,125.25,3.125,128.375,a6b4db5b5f00004f5f08def1861427d473c54949064ef66fc37cad664cd17c64,65256bded90514da9532e48fd589a02aaf1fd47e56d489605763b0baf340d883,d0-h0.16-r2
X01,147,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,133.375,4.25,137.625,65256bded90514da9532e48fd589a02aaf1fd47e56d489605763b0baf340d883,ece1ba6cce725737f1cfb347d59610a1a67bb0eae8ddcc7331ff07cf4ab30050,d0-h0.16-r2
X01,148,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,1,measured,modeled,0,0.16,2,128.208,3.584,131.792,ece1ba6cce725737f1cfb347d59610a1a67bb0eae8ddcc7331ff07cf4ab30050,74a522648ddcadf9e4c8064a11d90c16e4cc4df4d010bc1ab43ff35d58fc9564,d0-h0.16-r2
X01,149,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,126.542,2.875,129.417,74a522648ddcadf9e4c8064a11d90c16e4cc4df4d010bc1ab43ff35d58fc9564,0063e1e423fd8de71df13b1ac2bf48ed3d714c658504809d21a3f3233c25ce0c,d0-h0.16-r2
X01,150,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,131.917,3.5,135.417,0063e1e423fd8de71df13b1ac2bf48ed3d714c658504809d21a3f3233c25ce0c,f1a6576d9325bc4999788f68995081bded27036886db152df4079e1cbb3a8c72,d0-h0.16-r2
X01,151,0,guarded-stable,link-outage,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,132.416,3.458,135.874,f1a6576d9325bc4999788f68995081bded27036886db152df4079e1cbb3a8c72,eb6405156f0f82626c9b2847a78e00a9055c454ec71a7b4c8e31aaed0e9e06ef,d0-h0.16-r2
X01,152,0,guarded-stable,none,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,134.833,3.541,138.374,eb6405156f0f82626c9b2847a78e00a9055c454ec71a7b4c8e31aaed0e9e06ef,581183b6ab6d559b7473ab60ac996665ba7d9586f1713cf24660368a6b1372cc,d0-h0.16-r2
X01,153,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,128.167,3.416,131.583,581183b6ab6d559b7473ab60ac996665ba7d9586f1713cf24660368a6b1372cc,9aeae150846a532c4cfe0528ddc9c81595ce2912f3cbf45fceaf30526b8f3e68,d0-h0.16-r2
X01,154,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,126.708,3.333,130.041,9aeae150846a532c4cfe0528ddc9c81595ce2912f3cbf45fceaf30526b8f3e68,dfb82150629396e1167d168eb8b876e85ad07fdd386eec7e5f9eec910dd475bb,d0-h0.16-r2
X01,155,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,124.292,3.292,127.584,dfb82150629396e1167d168eb8b876e85ad07fdd386eec7e5f9eec910dd475bb,f02792c2bb01b91fa9045a17234e0a6887588d572b03bff862e9fa7885b6dfbb,d0-h0.16-r2
X01,156,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.333,3.375,132.708,f02792c2bb01b91fa9045a17234e0a6887588d572b03bff862e9fa7885b6dfbb,d845791a4d99be32389eae2bb50e778e1f4a10390987ca7737dd3c2b6e7770b5,d0-h0.16-r2
X01,157,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.16,2,129.875,2.792,132.667,d845791a4d99be32389eae2bb50e778e1f4a10390987ca7737dd3c2b6e7770b5,1a67a405e725db15470a80da5f84d7163052978477c244ca47480eea6ffa5582,d0-h0.16-r2
