week,timestamp,source_window,total_load,mean_od,p95_od,max_od,cv_od,next_total_load,relative_change
X01,2004-03-07T15:30:00,1914,0.71155583,0.00494136,0.01807885,0.06216858,1.58623869,0.66597187,-0.06406238
X01,2004-03-07T16:10:00,1922,0.70112167,0.00486890,0.02028812,0.06039529,1.62996818,0.71560374,0.02065557
X01,2004-03-07T16:55:00,1931,0.75035881,0.00521083,0.02273579,0.06008793,1.62042598,0.77092832,0.02741291
X01,2004-03-07T17:35:00,1939,0.80574357,0.00559544,0.02271630,0.05655774,1.51632992,0.79577782,-0.01236839
X01,2004-03-07T18:20:00,1948,0.78017518,0.00541788,0.01925287,0.05366389,1.52504398,0.80729478,0.03476091
X01,2004-03-07T19:00:00,1956,0.79484361,0.00551975,0.02121946,0.05584851,1.46012472,0.73805218,-0.07144981
X01,2004-03-07T19:40:00,1964,0.85356979,0.00592757,0.02114841,0.06051946,1.49368347,0.86208737,0.00997878
X01,2004-03-07T20:25:00,1973,0.83311456,0.00578552,0.01940133,0.06412656,1.52085168,0.85862477,0.03062029
X01,2004-03-07T21:05:00,1981,0.85479372,0.00593607,0.02162605,0.05506827,1.48369887,0.88084852,0.03048081
X01,2004-03-07T21:50:00,1990,0.88049025,0.00611452,0.02055066,0.07009841,1.50921167,0.90794872,0.03118543
X01,2004-03-07T22:30:00,1998,0.93088226,0.00646446,0.02171864,0.06887651,1.46214267,0.91007376,-0.02235352
X01,2004-03-07T23:15:00,2007,0.85313960,0.00592458,0.02293982,0.06407531,1.53808126,0.84016610,-0.01520678
X01,2004-03-07T23:55:00,2015,0.80068623,0.00556032,0.02073385,0.04670200,1.45752161,0.80068623,0.00000000
X02,2004-03-08T00:00:00,0,0.82172737,0.00570644,0.02268983,0.04788774,1.42533118,0.80734549,-0.01750200
X02,2004-03-08T00:40:00,8,1.18976785,0.00826228,0.02421449,0.42544180,4.32658991,0.88271530,-0.25807770
X02,2004-03-08T01:25:00,17,0.96356407,0.00669142,0.02391229,0.12942857,1.98956462,0.92923933,-0.03562268
X02,2004-03-08T02:05:00,25,0.95154666,0.00660796,0.02256636,0.15611662,2.24007050,1.02825724,0.08061673
X02,2004-03-08T02:50:00,34,0.84470490,0.00586601,0.02347460,0.05135142,1.41685737,0.84471457,0.00001145
X02,2004-03-08T03:30:00,42,0.94099816,0.00653471,0.02595394,0.05683967,1.47922710,0.93076362,-0.01087626
X02,2004-03-08T04:15:00,51,0.90378235,0.00627627,0.02257145,0.07644558,1.60278169,0.88534712,-0.02039787
X02,2004-03-08T04:55:00,59,0.92354005,0.00641347,0.02333118,0.06272499,1.47599611,0.91942272,-0.00445820
X02,2004-03-08T05:35:00,67,0.88166960,0.00612271,0.02218480,0.06209911,1.49531497,0.89485709,0.01495740
X02,2004-03-08T06:20:00,76,0.80576683,0.00559560,0.02216894,0.04517343,1.38741785,0.80393372,-0.00227499
X02,2004-03-08T07:00:00,84,0.87225842,0.00605735,0.02430088,0.04147079,1.35928785,0.83011635,-0.04831374
X02,2004-03-08T07:45:00,93,0.86730479,0.00602295,0.02661047,0.06141530,1.49056851,0.86525049,-0.00236861
X02,2004-03-08T08:25:00,101,0.84785534,0.00588788,0.02313774,0.08095049,1.68224172,0.87322343,0.02992030
X02,2004-03-08T09:10:00,110,0.91345407,0.00634343,0.02176895,0.09660555,1.75109437,0.86277935,-0.05547593
X02,2004-03-08T09:50:00,118,0.85539920,0.00594027,0.01961908,0.11246610,1.98326968,0.87410336,0.02186600
X02,2004-03-08T10:30:00,126,0.87377171,0.00606786,0.02335944,0.10417729,1.89544187,0.86960333,-0.00477056
X02,2004-03-08T11:15:00,135,0.78911054,0.00547993,0.01923851,0.10968500,2.11629680,0.79613315,0.00889940
X02,2004-03-08T11:55:00,143,0.81421243,0.00565425,0.02271087,0.08808826,1.89049544,0.81358570,-0.00076973
X02,2004-03-08T12:40:00,152,0.84248838,0.00585061,0.02132084,0.09127553,1.86600763,0.85704465,0.01727771
X02,2004-03-08T13:20:00,160,0.84704094,0.00588223,0.02087887,0.09728119,1.87202454,0.85045430,0.00402974
X02,2004-03-08T14:05:00,169,0.88401295,0.00613898,0.02621425,0.09850913,1.84874491,0.93195230,0.05422924
X02,2004-03-08T14:45:00,177,1.01763606,0.00706692,0.02903235,0.09287406,1.70783710,1.01871819,0.00106338
X02,2004-03-08T15:25:00,185,1.05590847,0.00733270,0.02755828,0.09925220,1.67108574,1.07066045,0.01397089
X02,2004-03-08T16:10:00,194,1.12253270,0.00779537,0.02861172,0.09618981,1.56446192,1.13943979,0.01506156
X02,2004-03-08T16:50:00,202,1.10676800,0.00768589,0.02917163,0.09399525,1.61940636,1.13121322,0.02208703
X02,2004-03-08T17:35:00,211,1.30628539,0.00907143,0.03656211,0.08818034,1.47558755,1.27723669,-0.02223763
X02,2004-03-08T18:15:00,219,1.27637799,0.00886374,0.03455395,0.10721095,1.57594672,1.29075938,0.01126734
X02,2004-03-08T19:00:00,228,1.31812039,0.00915361,0.03975375,0.08669460,1.48132759,1.28906048,-0.02204648
X02,2004-03-08T19:40:00,236,1.39398837,0.00968047,0.03804470,0.09320803,1.43511627,1.37122832,-0.01632729
X02,2004-03-08T20:20:00,244,1.34203194,0.00931967,0.03935168,0.08912110,1.49247924,1.33307353,-0.00667526
X02,2004-03-08T21:05:00,253,1.28161208,0.00890008,0.03728060,0.07553190,1.44893906,1.31040697,0.02246771
X02,2004-03-08T21:45:00,261,1.32517978,0.00920264,0.03979043,0.07107600,1.37061868,1.28227463,-0.03237686
X02,2004-03-08T22:30:00,270,1.27648354,0.00886447,0.03601372,0.07449953,1.45526160,1.24192440,-0.02707371
X02,2004-03-08T23:10:00,278,1.19077421,0.00826927,0.03509917,0.05774835,1.31813854,1.17250985,-0.01533823
X02,2004-03-08T23:55:00,287,1.08586259,0.00754071,0.02943420,0.05972111,1.34137304,1.15055757,0.05957934
X02,2004-03-09T00:35:00,295,1.08130591,0.00750907,0.02709690,0.05647768,1.33242587,1.06009907,-0.01961225
X02,2004-03-09T01:20:00,304,1.04093977,0.00722875,0.02450263,0.06202654,1.30725839,1.03926549,-0.00160843
X02,2004-03-09T02:00:00,312,1.04320679,0.00724449,0.02420474,0.05340460,1.30029412,1.04976491,0.00628651
X02,2004-03-09T02:40:00,320,1.05662369,0.00733766,0.02489066,0.05932911,1.31883229,1.04777741,-0.00837222
X02,2004-03-09T03:25:00,329,1.01271792,0.00703276,0.02423587,0.06257539,1.46654040,1.03763116,0.02460037
X02,2004-03-09T04:05:00,337,0.99966364,0.00694211,0.02268215,0.06340345,1.43720425,0.98414722,-0.01552164
X02,2004-03-09T04:50:00,346,1.00501694,0.00697928,0.02516518,0.05247971,1.32506354,1.00138598,-0.00361283
X02,2004-03-09T05:30:00,354,1.00290582,0.00696462,0.02295635,0.05543098,1.35386789,0.99650714,-0.00638015
X02,2004-03-09T06:15:00,363,0.98717300,0.00685537,0.02196389,0.06189187,1.45563339,0.96310005,-0.02438575
X02,2004-03-09T06:55:00,371,0.92080096,0.00639445,0.02236600,0.05234144,1.38834481,0.94639742,0.02779804
X02,2004-03-09T07:35:00,379,1.01338835,0.00703742,0.02652303,0.07080763,1.47037431,0.98057244,-0.03238236
X02,2004-03-09T08:20:00,388,0.96302487,0.00668767,0.02434443,0.08267504,1.56871772,0.97716805,0.01468620
X02,2004-03-09T09:00:00,396,0.95853649,0.00665650,0.02254321,0.08726213,1.61679651,0.94922541,-0.00971385
X02,2004-03-09T09:45:00,405,0.98502484,0.00684045,0.02996670,0.10219531,1.80297004,0.98424321,-0.00079350
X02,2004-03-09T10:25:00,413,1.00102581,0.00695157,0.02775699,0.11569501,1.87018620,1.01191626,0.01087929
X02,2004-03-09T11:10:00,422,0.93874182,0.00651904,0.02429271,0.08494930,1.69081740,0.93918953,0.00047692
X02,2004-03-09T11:50:00,430,0.86934278,0.00603710,0.02624341,0.07646150,1.78718538,0.88855458,0.02209922
X02,2004-03-09T12:30:00,438,0.91142450,0.00632934,0.02486962,0.09524872,1.89395269,0.91837200,0.00762269
X02,2004-03-09T13:15:00,447,0.96461019,0.00669868,0.02727200,0.10797907,1.89969315,0.92265639,-0.04349301
X02,2004-03-09T13:55:00,455,0.98810679,0.00686185,0.02485167,0.09698997,1.81033829,1.07437276,0.08730430
X02,2004-03-09T14:40:00,464,1.08038761,0.00750269,0.02761471,0.09677991,1.71986047,1.07724472,-0.00290903
X02,2004-03-09T15:20:00,472,1.12806068,0.00783375,0.02912449,0.09716953,1.70961563,1.13053107,0.00218995
X02,2004-03-09T16:05:00,481,1.19278695,0.00828324,0.02952987,0.09351123,1.56977810,1.19936964,0.00551875
X02,2004-03-09T16:45:00,489,1.26432076,0.00878001,0.03456640,0.09758684,1.58182721,1.25975508,-0.00361117
X02,2004-03-09T17:25:00,497,1.31232029,0.00911334,0.03816378,0.12788552,1.81057129,1.26587544,-0.03539139
X02,2004-03-09T18:10:00,506,1.33462142,0.00926820,0.03227356,0.11294847,1.59098401,1.30948686,-0.01883272
X02,2004-03-09T18:50:00,514,1.29720544,0.00900837,0.03717925,0.08014165,1.42236925,1.27823364,-0.01462513
X02,2004-03-09T19:35:00,523,1.40151534,0.00973275,0.03339410,0.09276754,1.49399934,1.45098709,0.03529876
X02,2004-03-09T20:15:00,531,1.30713231,0.00907731,0.03275559,0.09693029,1.42264853,1.28786233,-0.01474218
X02,2004-03-09T21:00:00,540,1.28839191,0.00894717,0.03147065,0.07860087,1.36740154,1.27360332,-0.01147833
X02,2004-03-09T21:40:00,548,1.35149478,0.00938538,0.03075227,0.07673566,1.37152173,1.33502016,-0.01218993
X02,2004-03-09T22:20:00,556,1.28780775,0.00894311,0.03165934,0.07174694,1.44290930,1.32279122,0.02716513
X02,2004-03-09T23:05:00,565,1.17866535,0.00818518,0.02649684,0.07436740,1.36610387,1.21824222,0.03357770
X02,2004-03-09T23:45:00,573,1.20896704,0.00839560,0.02766263,0.06446534,1.34577464,1.15435186,-0.04517508
X02,2004-03-10T00:30:00,582,1.12649886,0.00782291,0.02785664,0.05560866,1.38470953,1.09884378,-0.02454958
X02,2004-03-10T01:10:00,590,1.12550781,0.00781603,0.02813905,0.06549137,1.36717502,1.11191866,-0.01207379
X02,2004-03-10T01:55:00,599,1.04517069,0.00725813,0.02584782,0.05798433,1.39527664,1.05228553,0.00680734
X02,2004-03-10T02:35:00,607,1.07189561,0.00744372,0.02493812,0.06051525,1.36965541,1.06810754,-0.00353399
X02,2004-03-10T03:15:00,615,1.08848621,0.00755893,0.02349935,0.08216758,1.51633674,1.08404019,-0.00408459
X02,2004-03-10T04:00:00,624,1.09998720,0.00763880,0.02371362,0.06270502,1.37554245,1.06418791,-0.03254519
X02,2004-03-10T04:40:00,632,1.07628271,0.00747419,0.02620282,0.06418715,1.35766246,1.06274960,-0.01257394
X02,2004-03-10T05:25:00,641,0.96152382,0.00667725,0.02031150,0.06570768,1.40655556,1.04242796,0.08414159
X02,2004-03-10T06:05:00,649,0.97584686,0.00677671,0.02084708,0.06014341,1.38812366,1.02000087,0.04524687
X02,2004-03-10T06:50:00,658,0.99235768,0.00689137,0.02159505,0.05993273,1.36780170,0.97279314,-0.01971521
X02,2004-03-10T07:30:00,666,1.03049399,0.00715621,0.02429365,0.07786058,1.49542239,1.04898899,0.01794770
X02,2004-03-10T08:10:00,674,1.02855748,0.00714276,0.02651541,0.08327057,1.47602193,1.00127819,-0.02652189
X02,2004-03-10T08:55:00,683,0.98008613,0.00680615,0.02498817,0.08326481,1.57602142,0.98913458,0.00923231
X02,2004-03-10T09:35:00,691,0.98941960,0.00687097,0.02615957,0.09689027,1.68134551,1.00491638,0.01566250
X02,2004-03-10T10:20:00,700,0.97846016,0.00679486,0.02227066,0.11203281,1.87122094,0.98268378,0.00431660
X02,2004-03-10T11:00:00,708,1.00797243,0.00699981,0.02565737,0.11634679,1.87744567,0.92261904,-0.08467830
X02,2004-03-10T11:45:00,717,0.95885727,0.00665873,0.02897346,0.10633289,1.85144897,0.93010278,-0.02998830
X02,2004-03-10T12:25:00,725,0.89902531,0.00624323,0.02575142,0.11352893,1.96762595,0.93268777,0.03744329
X02,2004-03-10T13:05:00,733,0.96882335,0.00672794,0.02737721,0.11385788,1.92198616,0.99500334,0.02702246
X02,2004-03-10T13:50:00,742,1.02663621,0.00712942,0.03162390,0.13296414,2.00766802,1.03235341,0.00556887
X02,2004-03-10T14:30:00,750,1.14571041,0.00795632,0.03961343,0.11411581,1.78605590,1.18511561,0.03439369
X02,2004-03-10T15:15:00,759,1.27079477,0.00882496,0.03787068,0.12883617,1.82634301,1.21290975,-0.04555025
X02,2004-03-10T15:55:00,767,1.24541460,0.00864871,0.03725513,0.12781027,1.74332332,1.23459763,-0.00868544
X02,2004-03-10T16:40:00,776,1.22408750,0.00850061,0.03248440,0.10081496,1.62154831,1.25351990,0.02404436
X02,2004-03-10T17:20:00,784,1.22563402,0.00851135,0.03208171,0.09400060,1.54259662,1.24407803,0.01504854
X02,2004-03-10T18:05:00,793,1.26662838,0.00879603,0.03588380,0.08833359,1.53697708,1.31995506,0.04210128
X02,2004-03-10T18:45:00,801,1.23428165,0.00857140,0.02980560,0.08455890,1.42339952,1.25174104,0.01414538
X02,2004-03-10T19:25:00,809,1.37126993,0.00952271,0.03709244,0.09204754,1.41952917,1.36198519,-0.00677090
X02,2004-03-10T20:10:00,818,1.45227857,0.01008527,0.03839983,0.09533945,1.42423820,1.40589082,-0.03194136
X02,2004-03-10T20:50:00,826,1.32392752,0.00919394,0.03131171,0.08472742,1.34585590,1.31481235,-0.00688494
X02,2004-03-10T21:35:00,835,1.28955559,0.00895525,0.03503031,0.07656433,1.35888214,1.29149232,0.00150186
X02,2004-03-10T22:15:00,843,1.27230438,0.00883545,0.03352553,0.08207558,1.36453675,1.26131020,-0.00864116
X02,2004-03-10T23:00:00,852,1.25672811,0.00872728,0.03312096,0.07548079,1.31536761,1.24036901,-0.01301721
X02,2004-03-10T23:40:00,860,1.25581041,0.00872091,0.03351781,0.07081393,1.35011687,1.24563756,-0.00810063
X02,2004-03-11T00:20:00,868,1.21400038,0.00843056,0.03511142,0.07102171,1.43664660,1.18586659,-0.02317444
X02,2004-03-11T01:05:00,877,1.11552613,0.00774671,0.02828250,0.07404890,1.48961538,1.18605971,0.06322899
X02,2004-03-11T01:45:00,885,1.13090853,0.00785353,0.03258932,0.06135649,1.39413260,1.11931450,-0.01025196
X02,2004-03-11T02:30:00,894,1.18260786,0.00821255,0.03222468,0.06298623,1.40025942,1.14632425,-0.03068102
X02,2004-03-11T03:10:00,902,1.10291866,0.00765916,0.02992765,0.06586035,1.41273421,1.13470570,0.02882083
X02,2004-03-11T03:55:00,911,1.08627133,0.00754355,0.02812296,0.06675721,1.48763760,1.10611747,0.01826997
X02,2004-03-11T04:35:00,919,1.04863390,0.00728218,0.02698320,0.07202703,1.45861904,1.06449576,0.01512622
X02,2004-03-11T05:15:00,927,1.04137384,0.00723176,0.02665947,0.08051719,1.52994439,1.01363445,-0.02663730
X02,2004-03-11T06:00:00,936,1.03525350,0.00718926,0.02483365,0.05950545,1.47721314,0.98266189,-0.05080070
X02,2004-03-11T06:40:00,944,0.99238351,0.00689155,0.02960763,0.05833409,1.41744267,0.99687477,0.00452573
X02,2004-03-11T07:25:00,953,0.94759143,0.00658050,0.02572943,0.07669331,1.61089890,1.00589992,0.06153337
X02,2004-03-11T08:05:00,961,0.99245391,0.00689204,0.02684487,0.08083945,1.57525015,1.03546410,0.04333722
X02,2004-03-11T08:50:00,970,1.00814297,0.00700099,0.02931850,0.08980934,1.67025404,0.99662126,-0.01142865
X02,2004-03-11T09:30:00,978,1.07353969,0.00745514,0.02903311,0.10225274,1.73311004,1.05163285,-0.02040618
X02,2004-03-11T10:10:00,986,1.07014679,0.00743157,0.02916064,0.10133134,1.76051581,1.02059375,-0.04630490
X02,2004-03-11T10:55:00,995,0.95133552,0.00660650,0.02702644,0.10907988,1.95659329,0.98237353,0.03262573
X02,2004-03-11T11:35:00,1003,0.97613599,0.00677872,0.03326555,0.10252303,1.88823307,0.99410577,0.01840909
X02,2004-03-11T12:20:00,1012,0.92777055,0.00644285,0.02340317,0.09813431,1.85367522,0.95369388,0.02794154
X02,2004-03-11T13:00:00,1020,0.94273518,0.00654677,0.02467919,0.08916210,1.80112484,0.94976785,0.00745986
X02,2004-03-11T13:45:00,1029,1.06388044,0.00738806,0.03539989,0.11983737,1.95136335,1.02794152,-0.03378098
X02,2004-03-11T14:25:00,1037,1.10907468,0.00770191,0.04020261,0.12242692,1.96323442,1.15529169,0.04167168
X02,2004-03-11T15:05:00,1045,1.10188769,0.00765200,0.03096083,0.11412238,1.86070156,1.16168347,0.05426668
X02,2004-03-11T15:50:00,1054,1.25532534,0.00871754,0.03449353,0.11398569,1.71913362,1.23119467,-0.01922265
X02,2004-03-11T16:30:00,1062,1.27974663,0.00888713,0.03707455,0.11943097,1.67319746,1.27356751,-0.00482839
X02,2004-03-11T17:15:00,1071,1.27446924,0.00885048,0.03790418,0.12887787,1.75434811,1.25762902,-0.01321351
X02,2004-03-11T17:55:00,1079,1.26173301,0.00876203,0.03599148,0.10107638,1.56679918,1.29935966,0.02982141
X02,2004-03-11T18:40:00,1088,1.35271357,0.00939384,0.03752377,0.09697477,1.48628591,1.30639116,-0.03424406
X02,2004-03-11T19:20:00,1096,1.32671852,0.00921332,0.03752910,0.09578455,1.46386422,1.33504206,0.00627379
X02,2004-03-11T20:00:00,1104,1.38274083,0.00960237,0.03932216,0.08526456,1.44817297,1.35274165,-0.02169544
X02,2004-03-11T20:45:00,1113,1.31153221,0.00910786,0.03223300,0.07693022,1.36171997,1.28601532,-0.01945578
X02,2004-03-11T21:25:00,1121,1.31105916,0.00910458,0.03957820,0.07306387,1.47776340,1.35795826,0.03577192
X02,2004-03-11T22:10:00,1130,1.27345720,0.00884345,0.03734597,0.07419695,1.34976910,1.27148586,-0.00154802
X02,2004-03-11T22:50:00,1138,1.17883779,0.00818637,0.03143974,0.07716336,1.41818023,1.18863270,0.00830895
X02,2004-03-11T23:35:00,1147,1.15775860,0.00803999,0.03183003,0.06976634,1.38832453,1.18915659,0.02711963
X02,2004-03-12T00:15:00,1155,1.16347012,0.00807965,0.03295660,0.10181121,1.60852868,1.08208151,-0.06995333
X02,2004-03-12T00:55:00,1163,1.06746276,0.00741294,0.03126987,0.05482801,1.39671747,1.05351502,-0.01306625
X02,2004-03-12T01:40:00,1172,1.09272826,0.00758839,0.02656933,0.05256919,1.36435510,1.10759472,0.01360490
X02,2004-03-12T02:20:00,1180,1.03791493,0.00720774,0.02929669,0.05453143,1.41945047,1.02398058,-0.01342533
X02,2004-03-12T03:05:00,1189,1.06975521,0.00742886,0.03113998,0.05456636,1.39469135,1.10716970,0.03497482
X02,2004-03-12T03:45:00,1197,1.05205420,0.00730593,0.02767208,0.05246675,1.38497582,1.02104586,-0.02947409
X02,2004-03-12T04:30:00,1206,1.03659076,0.00719855,0.02827391,0.05797659,1.42494038,1.00796960,-0.02761085
X02,2004-03-12T05:10:00,1214,1.03912025,0.00721611,0.02732615,0.06661120,1.42926394,1.00005130,-0.03759810
X02,2004-03-12T05:50:00,1222,0.97224157,0.00675168,0.02716622,0.05918189,1.45271156,0.97549446,0.00334576
X02,2004-03-12T06:35:00,1231,1.04639547,0.00726664,0.02881821,0.05582230,1.41571670,1.11433406,0.06492630
X02,2004-03-12T07:15:00,1239,1.01711950,0.00706333,0.02795730,0.07359255,1.59647171,1.00807911,-0.00888823
X02,2004-03-12T08:00:00,1248,1.00370966,0.00697021,0.03097164,0.07273793,1.55261812,0.99748909,-0.00619759
X02,2004-03-12T08:40:00,1256,1.00967806,0.00701165,0.02606346,0.08942984,1.61874251,1.08140993,0.07104430
X02,2004-03-12T09:25:00,1265,1.00107034,0.00695188,0.02907383,0.11880278,1.90704509,1.02068226,0.01959095
X02,2004-03-12T10:05:00,1273,0.98548049,0.00684361,0.02703554,0.10711975,1.85853039,1.01935556,0.03437416
X02,2004-03-12T10:50:00,1282,0.99210783,0.00688964,0.03235051,0.10892481,1.91781028,0.96495404,-0.02736981
X02,2004-03-12T11:30:00,1290,0.99814125,0.00693154,0.03066422,0.09421426,1.77405910,0.97410288,-0.02408313
X02,2004-03-12T12:10:00,1298,0.96407853,0.00669499,0.02680864,0.09921060,1.87224844,0.95735347,-0.00697563
X02,2004-03-12T12:55:00,1307,0.95196529,0.00661087,0.02450722,0.09244912,1.94751661,0.96769108,0.01651929
X02,2004-03-12T13:35:00,1315,1.06412545,0.00738976,0.02541045,0.10468790,1.81555200,1.04669298,-0.01638196
X02,2004-03-12T14:20:00,1324,1.06259608,0.00737914,0.03101117,0.09603153,1.77900334,1.04219568,-0.01919864
X02,2004-03-12T15:00:00,1332,1.16706472,0.00810462,0.03096938,0.09879071,1.66743834,1.12348717,-0.03733944
X02,2004-03-12T15:45:00,1341,1.18647628,0.00823942,0.03183226,0.10537564,1.64364877,1.19084316,0.00368055
X02,2004-03-12T16:25:00,1349,1.30231261,0.00904384,0.03287873,0.12564559,1.69258263,1.34873095,0.03564300
X02,2004-03-12T17:05:00,1357,1.25004479,0.00868087,0.03103036,0.10722739,1.56207141,1.27511206,0.02005310
X02,2004-03-12T17:50:00,1366,1.18911898,0.00825777,0.02967010,0.08582371,1.47504293,1.18210533,-0.00589819
X02,2004-03-12T18:30:00,1374,1.26183685,0.00876276,0.02968304,0.08834588,1.46662209,1.24246035,-0.01535579
X02,2004-03-12T19:15:00,1383,1.23960267,0.00860835,0.02928507,0.09209250,1.44212769,1.25200634,0.01000616
X02,2004-03-12T19:55:00,1391,1.26451499,0.00878135,0.03238237,0.07746064,1.36759353,1.28167235,0.01356834
X02,2004-03-12T20:40:00,1400,1.28292248,0.00890918,0.03079084,0.07096850,1.39271731,1.29230714,0.00731506
X02,2004-03-12T21:20:00,1408,1.23267806,0.00856026,0.02834804,0.08006596,1.41157132,1.27991898,0.03832380
X02,2004-03-12T22:00:00,1416,1.27397723,0.00884706,0.03068189,0.08106148,1.39375471,1.20988344,-0.05031000
X02,2004-03-12T22:45:00,1425,1.18610908,0.00823687,0.02712123,0.07399642,1.42149411,1.12520319,-0.05134931
X02,2004-03-12T23:25:00,1433,1.04038516,0.00722490,0.02703645,0.06916045,1.56597437,1.03113498,-0.00889111
X02,2004-03-13T00:10:00,1442,1.05714605,0.00734129,0.02684897,0.06398052,1.41263945,1.02796227,-0.02760620
X02,2004-03-13T00:50:00,1450,0.95895473,0.00665941,0.02759430,0.06292365,1.51597832,0.93242780,-0.02766234
X02,2004-03-13T01:35:00,1459,0.95846142,0.00665598,0.02704808,0.06327528,1.47124710,0.98538629,0.02809176
X02,2004-03-13T02:15:00,1467,0.96117972,0.00667486,0.02217322,0.07892477,1.55990443,0.95698125,-0.00436803
X02,2004-03-13T02:55:00,1475,0.91824259,0.00637668,0.02645861,0.05902087,1.42634054,0.93308627,0.01616531
X02,2004-03-13T03:40:00,1484,0.91481902,0.00635291,0.02319661,0.06273039,1.44603329,0.93449545,0.02150854
X02,2004-03-13T04:20:00,1492,0.90523987,0.00628639,0.02353701,0.06820369,1.54090235,0.90685638,0.00178572
X02,2004-03-13T05:05:00,1501,0.88293937,0.00613152,0.02284068,0.06124886,1.50964510,0.91710329,0.03869338
X02,2004-03-13T05:45:00,1509,0.84196734,0.00584700,0.02113551,0.06128578,1.51793697,0.81700208,-0.02965111
X02,2004-03-13T06:30:00,1518,0.85708160,0.00595196,0.02045810,0.05874302,1.48602166,0.83767082,-0.02264753
X02,2004-03-13T07:10:00,1526,0.86618260,0.00601516,0.02418111,0.05859212,1.48606347,0.82066797,-0.05254623
X02,2004-03-13T07:50:00,1534,0.87089364,0.00604787,0.02176421,0.06279023,1.50403502,0.84492317,-0.02982048
X02,2004-03-13T08:35:00,1543,0.83586122,0.00580459,0.02161881,0.06746747,1.56663662,0.82288153,-0.01552852
X02,2004-03-13T09:15:00,1551,0.79426921,0.00551576,0.01922057,0.08095704,1.69626418,0.77849071,-0.01986543
X02,2004-03-13T10:00:00,1560,0.84042164,0.00583626,0.02114507,0.07350655,1.59963140,0.79568444,-0.05323185
X02,2004-03-13T10:40:00,1568,0.83173471,0.00577594,0.02175264,0.07696855,1.63244360,0.81230884,-0.02335585
X02,2004-03-13T11:25:00,1577,0.73173457,0.00508149,0.02137064,0.06061496,1.67815363,0.82615162,0.12903184
X02,2004-03-13T12:05:00,1585,0.75230394,0.00522433,0.01935012,0.06147382,1.62083785,0.77234494,0.02663951
X02,2004-03-13T12:45:00,1593,0.78772895,0.00547034,0.02585477,0.05853355,1.59047164,0.77363118,-0.01789673
X02,2004-03-13T13:30:00,1602,0.82301523,0.00571538,0.02234943,0.06514953,1.68075500,0.79004585,-0.04005926
X02,2004-03-13T14:10:00,1610,0.81893742,0.00568707,0.02259669,0.07136829,1.65765276,0.78611067,-0.04008456
X02,2004-03-13T14:55:00,1619,0.76724291,0.00532808,0.02091902,0.05876248,1.67482604,0.80103396,0.04404218
X02,2004-03-13T15:35:00,1627,0.83418729,0.00579297,0.02340823,0.06028577,1.51778937,0.82588863,-0.00994820
X02,2004-03-13T16:20:00,1636,0.85031759,0.00590498,0.02317821,0.06553192,1.61036720,0.85923511,0.01048728
X02,2004-03-13T17:00:00,1644,0.89063831,0.00618499,0.02371399,0.06675039,1.63829569,0.83191904,-0.06592942
X02,2004-03-13T17:40:00,1652,0.79441582,0.00551678,0.01936233,0.06453018,1.58225898,0.78211351,-0.01548598
X02,2004-03-13T18:25:00,1661,0.82675148,0.00574133,0.02238801,0.05871316,1.54952714,0.84915553,0.02709889
X02,2004-03-13T19:05:00,1669,0.80075770,0.00556082,0.02076048,0.05455113,1.53629435,0.82127729,0.02562522
X02,2004-03-13T19:50:00,1678,0.94087031,0.00653382,0.02490143,0.07272978,1.58037488,0.90379965,-0.03940039
X02,2004-03-13T20:30:00,1686,0.93696772,0.00650672,0.02660711,0.05253162,1.43499513,0.94146718,0.00480215
X02,2004-03-13T21:15:00,1695,0.92683714,0.00643637,0.02338733,0.06856350,1.48794255,0.91670007,-0.01093727
X02,2004-03-13T21:55:00,1703,0.94067081,0.00653244,0.02475596,0.06111824,1.49596753,0.95989473,0.02043639
X02,2004-03-13T22:35:00,1711,0.96899298,0.00672912,0.02466540,0.06180837,1.46350386,0.91363128,-0.05713323
X02,2004-03-13T23:20:00,1720,0.82419185,0.00572355,0.02172111,0.05206888,1.49757780,0.83188212,0.00933067
X02,2004-03-14T00:00:00,1728,0.92531000,0.00642576,0.03031139,0.06252823,1.73264481,0.89819400,-0.02930478
X02,2004-03-14T00:45:00,1737,0.92867812,0.00644915,0.03034669,0.07351344,1.83922232,0.93819365,0.01024632
X02,2004-03-14T01:25:00,1745,0.92781607,0.00644317,0.03039540,0.07536984,1.80023590,0.95250741,0.02661232
X02,2004-03-14T02:10:00,1754,0.93544425,0.00649614,0.02785610,0.06425309,1.78704449,0.88336770,-0.05567040
X02,2004-03-14T02:50:00,1762,0.87116310,0.00604974,0.03135993,0.05924362,1.71699578,0.84371623,-0.03150600
X02,2004-03-14T03:35:00,1771,0.91134534,0.00632879,0.03524228,0.06274080,1.82972358,0.88375110,-0.03027858
X02,2004-03-14T04:15:00,1779,0.88371129,0.00613688,0.03035234,0.06227441,1.77838679,0.89333346,0.01088836
X02,2004-03-14T04:55:00,1787,0.86426789,0.00600186,0.02902336,0.05885760,1.69842568,0.92232511,0.06717504
X02,2004-03-14T05:40:00,1796,0.88064769,0.00611561,0.03075388,0.06476329,1.81171879,0.88627890,0.00639439
X02,2004-03-14T06:20:00,1804,0.83996307,0.00583308,0.03292655,0.05732153,1.76447042,0.84672213,0.00804686
